,Group,Species,Subgroup,Taxonomic Domain,Expressed in Species,Secondary Bibliogrpahies,rcsb_entry_info_experimental_method,rcsb_entry_info_polymer_composition,rcsb_entry_info_selected_polymer_entity_types,symmetry_space_group_name_hm,diffrn_radiation_pdbx_scattering_type,diffrn_radiation_pdbx_monochromatic_or_laue_ml,exptl_method,diffrn_detector_detector,diffrn_source_source
116,MONOTOPIC MEMBRANE PROTEINS,Homo sapiens,Membrane-Shaping Proteins (monotopic),Eukaryota,E. coli,,X-ray,homomeric protein,Protein (only),I 2 2 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
117,MONOTOPIC MEMBRANE PROTEINS,Homo sapiens,Membrane-Shaping Proteins (monotopic),Eukaryota,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
118,MONOTOPIC MEMBRANE PROTEINS,Mus musculus,Membrane-Shaping Proteins (monotopic),Eukaryota,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
119,MONOTOPIC MEMBRANE PROTEINS,Bos taurus,Membrane Trafficking Proteins,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
120,MONOTOPIC MEMBRANE PROTEINS,Homo sapiens,Cell Adhesion Molecules,Eukaryota,Trichoplusia ni,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 41 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
121,MONOTOPIC MEMBRANE PROTEINS,Mycoplasma genitalium,Cell Adhesion Molecules,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
122,MONOTOPIC MEMBRANE PROTEINS,Homo sapiens,Guanosine Triphosphatases,Eukaryota,S. frugiperda,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
123,MONOTOPIC MEMBRANE PROTEINS,Homo sapiens,Guanosine Triphosphatases,Eukaryota,HEK293 cells,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
124,MONOTOPIC MEMBRANE PROTEINS,Homo sapiens,Phospholipid Phosphatases,Eukaryota,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
125,MONOTOPIC MEMBRANE PROTEINS,Tetrahymena thermophila,Phospholipid Phosphatases,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
126,MONOTOPIC MEMBRANE PROTEINS,Homo sapiens,Sorting Nexins,Eukaryota,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
127,MONOTOPIC MEMBRANE PROTEINS,Homo sapiens,Pro-apoptotic BCL-2 Family,Eukaryota,E. coli,,X-ray,homomeric protein,Protein (only),P 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
128,MONOTOPIC MEMBRANE PROTEINS,Homo sapiens,Pro-apoptotic BCL-2 Family,Eukaryota,E coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
129,MONOTOPIC MEMBRANE PROTEINS,Homo sapiens,Pro-apoptotic BCL-2 Family,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
130,MONOTOPIC MEMBRANE PROTEINS,Trypanosoma brucei,Variant Surface Glycoproteins (VSG),Bacteria,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 21 21 21,,,X-RAY DIFFRACTION,,
131,MONOTOPIC MEMBRANE PROTEINS,Trypanosoma brucei,Variant Surface Glycoproteins (VSG),Bacteria,,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,AREA DETECTOR,
132,MONOTOPIC MEMBRANE PROTEINS,Trypanosoma brucei,Variant Surface Glycoproteins (VSG),Bacteria,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
133,MONOTOPIC MEMBRANE PROTEINS,Trypanosoma brucei,Variant Surface Glycoproteins (VSG),Bacteria,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,I 21 3,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
134,MONOTOPIC MEMBRANE PROTEINS,Trypanosoma brucei,Variant Surface Glycoproteins (VSG),Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 21 21 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
135,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,ROTATING ANODE
136,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
137,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
138,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
139,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,heteromeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
140,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,heteromeric protein,Protein (only),C 1 2 1,x-ray,,X-RAY DIFFRACTION,CCD,SYNCHROTRON
141,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,ROTATING ANODE
142,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,heteromeric protein,Protein (only),C 1 2 1,x-ray,,X-RAY DIFFRACTION,CCD,SYNCHROTRON
143,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
144,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,heteromeric protein,Protein (only),P 4 21 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
145,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
146,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
147,TRANSMEMBRANE PROTEINS: BETA-BARREL,Staphylococcus aureus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,heteromeric protein,Protein (only),I 4 2 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
148,TRANSMEMBRANE PROTEINS: BETA-BARREL,Clostridium perfringens,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,ROTATING ANODE
149,TRANSMEMBRANE PROTEINS: BETA-BARREL,Clostridium perfringens,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,FILM,SYNCHROTRON
150,TRANSMEMBRANE PROTEINS: BETA-BARREL,Bacillus anthraciss,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,heteromeric protein,Protein (only),P 4 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
151,TRANSMEMBRANE PROTEINS: BETA-BARREL,Bacillus anthracis,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
152,TRANSMEMBRANE PROTEINS: BETA-BARREL,Bacillus anthracis,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
153,TRANSMEMBRANE PROTEINS: BETA-BARREL,Bacillus anthracis,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
154,TRANSMEMBRANE PROTEINS: BETA-BARREL,Mus musculus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
155,TRANSMEMBRANE PROTEINS: BETA-BARREL,Mus musculus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Eukaryota,Spodoptera frugiperda,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
156,TRANSMEMBRANE PROTEINS: BETA-BARREL,Homo sapiens,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Eukaryota,S. frugiperda,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
157,TRANSMEMBRANE PROTEINS: BETA-BARREL,Mus musculus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Eukaryota,HEK293 cells,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
158,TRANSMEMBRANE PROTEINS: BETA-BARREL,Vibrio cholerae,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 21,,,X-RAY DIFFRACTION,,
159,TRANSMEMBRANE PROTEINS: BETA-BARREL,Vibrio cholerae,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 21,,,X-RAY DIFFRACTION,,
160,TRANSMEMBRANE PROTEINS: BETA-BARREL,Streptococcus pyogenes,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,ROTATING ANODE
161,TRANSMEMBRANE PROTEINS: BETA-BARREL,Aeromonas hydrophila,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,Aeromonas salmonicida,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,SYNCHROTRON
162,TRANSMEMBRANE PROTEINS: BETA-BARREL,Pseudomonas entomophila,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,,SYNCHROTRON
163,TRANSMEMBRANE PROTEINS: BETA-BARREL,Homo sapiens,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Eukaryota,,                  ,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
164,TRANSMEMBRANE PROTEINS: BETA-BARREL,Homo sapiens,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Eukaryota,Expi293 cells,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
165,TRANSMEMBRANE PROTEINS: BETA-BARREL,Homo sapiens,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Eukaryota,,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
166,TRANSMEMBRANE PROTEINS: BETA-BARREL,Homo sapiens,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Eukaryota,,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
167,TRANSMEMBRANE PROTEINS: BETA-BARREL,Mus musculus,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Eukaryota,Expi293 cells,,X-ray,homomeric protein,Protein (only),P 21 2 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
168,TRANSMEMBRANE PROTEINS: BETA-BARREL,Eisenia fetida,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
169,TRANSMEMBRANE PROTEINS: BETA-BARREL,Streptococcus intermedius,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 21 2 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
170,TRANSMEMBRANE PROTEINS: BETA-BARREL,Gardnerella vaginalis,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,X-ray,heteromeric protein,Protein (only),P 21 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
171,TRANSMEMBRANE PROTEINS: BETA-BARREL,Streptococcus pneumoniae,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
172,TRANSMEMBRANE PROTEINS: BETA-BARREL,Clostridium perfringens,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
173,TRANSMEMBRANE PROTEINS: BETA-BARREL,Clostridium perfringens,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
174,TRANSMEMBRANE PROTEINS: BETA-BARREL,Clostridioides difficile,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
175,TRANSMEMBRANE PROTEINS: BETA-BARREL,Clostridioides difficile,Adventitious Membrane Proteins: Beta-sheet Pore-forming Toxins/Attack Complexes,Bacteria,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
176,TRANSMEMBRANE PROTEINS: BETA-BARREL,de novo designed,De novo Designed &beta;-barrel Membrane Proteins,Unclassified,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
177,TRANSMEMBRANE PROTEINS: BETA-BARREL,Rhodobacter capsulatus,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),H 3,,,X-RAY DIFFRACTION,,
178,TRANSMEMBRANE PROTEINS: BETA-BARREL,Rhodopeudomonas blastica,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,                  ,X-ray,homomeric protein,Protein (only),H 3,x-ray,,X-RAY DIFFRACTION,,
179,TRANSMEMBRANE PROTEINS: BETA-BARREL,Rhodopseudomonas blastica,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),H 3,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,ROTATING ANODE
180,TRANSMEMBRANE PROTEINS: BETA-BARREL,Rhodopseudomonas blastica,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),H 3,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,ROTATING ANODE
181,TRANSMEMBRANE PROTEINS: BETA-BARREL,Klebsiella pneumoniae,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,,SYNCHROTRON
182,TRANSMEMBRANE PROTEINS: BETA-BARREL,Klebsiella pneumoniae,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
183,TRANSMEMBRANE PROTEINS: BETA-BARREL,Comamonas acidovorans,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,heteromeric protein,Protein (only),H 3,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,SYNCHROTRON
184,TRANSMEMBRANE PROTEINS: BETA-BARREL,Delftia acidovorans,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 63,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
185,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 3 2 1,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,SYNCHROTRON
186,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 3 2 1,x-ray,,X-RAY DIFFRACTION,,
187,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 42,x-ray,,X-RAY DIFFRACTION,,
188,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 3 2 1,x-ray,M,X-RAY DIFFRACTION,DIFFRACTOMETER,
189,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,Escherichia coli B,,X-ray,homomeric protein,Protein (only),P 3 2 1,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,
190,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 3 2 1,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,SYNCHROTRON
191,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 3 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
192,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 3 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
193,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
194,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 63,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
195,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
196,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),H 3 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
197,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),I 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
198,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
199,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
200,TRANSMEMBRANE PROTEINS: BETA-BARREL,Enterobacter aerogenes,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),I 2 2 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
201,TRANSMEMBRANE PROTEINS: BETA-BARREL,Salmonella typhi,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,,X-RAY DIFFRACTION,,SYNCHROTRON
202,TRANSMEMBRANE PROTEINS: BETA-BARREL,Enterobacter cloacae,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
203,TRANSMEMBRANE PROTEINS: BETA-BARREL,Klebsiella pneumoniae,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 63,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
204,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 21 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
205,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 63 2 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
206,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
207,TRANSMEMBRANE PROTEINS: BETA-BARREL,Klebsiella pneumoniae,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
208,TRANSMEMBRANE PROTEINS: BETA-BARREL,Klebsiella aerogenes,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 3,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
209,TRANSMEMBRANE PROTEINS: BETA-BARREL,Enterobacter cloacae,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,E. coli,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
210,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
211,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
212,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
213,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
214,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,NMR,homomeric protein,Protein (only),,,,SOLID-STATE NMR,,
215,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
216,TRANSMEMBRANE PROTEINS: BETA-BARREL,Vibrio cholerae,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
217,TRANSMEMBRANE PROTEINS: BETA-BARREL,Vibrio cholerae,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
218,TRANSMEMBRANE PROTEINS: BETA-BARREL,Vibrio cholerae,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
219,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Beta-Barrel Membrane Proteins: Porins and Relatives,Bacteria,,,X-ray,homomeric protein,Protein (only),P 3 2 1,x-ray,,X-RAY DIFFRACTION,,
